collision_energy_NCE,Compound_index,precursor_formula,formulas
59.44879081159491,7,[21 12  4  2  0  0  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 2, 2, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 1, 1, 0, 0, 0, 0, 0]), array([4, 2, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 0, 0, 0, 0, 0, 0]), array([5, 2, 2, 0, 0, 0, 0, 0, 0]), array([4, 2, 1, 1, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([1, 2, 2, 1, 0, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([0, 2, 1, 2, 0, 0, 0, 0, 0]), array([6, 3, 2, 0, 0, 0, 0, 0, 0]), array([3, 2, 2, 1, 0, 0, 0, 0, 0]), array([7, 4, 0, 1, 0, 0, 0, 0, 0]), array([7, 3, 2, 0, 0, 0, 0, 0, 0]), array([9, 4, 1, 0, 0, 0, 0, 0, 0]), array([11,  0,  2,  2,  0,  0,  0,  0,  0]), array([6, 3, 1, 1, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 2, 1, 0, 0, 0, 0, 0]), array([11,  6,  0,  0,  0,  0,  0,  0,  0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([11,  0,  3,  2,  0,  0,  0,  0,  0]), array([11,  0,  3,  2,  0,  0,  0,  0,  0]), array([11,  5,  1,  0,  0,  0,  0,  0,  0]), array([6, 4, 3, 0, 0, 0, 0, 0, 0]), array([5, 3, 2, 2, 0, 0, 0, 0, 0]), array([5, 8, 0, 0, 0, 0, 0, 0, 0]), array([8, 4, 3, 1, 0, 0, 0, 0, 0]), array([7, 4, 2, 2, 0, 0, 0, 0, 0]), array([4, 4, 3, 2, 0, 0, 0, 0, 0]), array([10,  5,  3,  1,  0,  0,  0,  0,  0]), array([7, 5, 4, 1, 0, 0, 0, 0, 0]), array([6, 5, 3, 2, 0, 0, 0, 0, 0]), array([11,  6,  4,  2,  0,  0,  0,  0,  0])]"
98.70382141714998,3,[12 10  3  3  0  1  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([3, 4, 0, 0, 0, 0, 0, 0, 0]), array([1, 3, 0, 1, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([9, 2, 0, 0, 0, 1, 0, 0, 0]), array([4, 4, 1, 0, 0, 0, 0, 0, 0]), array([6, 5, 0, 0, 0, 0, 0, 0, 0]), array([5, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([8, 2, 0, 3, 0, 0, 0, 0, 0]), array([6, 5, 1, 0, 0, 0, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([6, 6, 1, 0, 0, 0, 0, 0, 0]), array([7, 6, 1, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0]), array([5, 6, 2, 0, 0, 0, 0, 0, 0]), array([6, 6, 1, 1, 0, 0, 0, 0, 0]), array([8, 6, 1, 1, 0, 0, 0, 0, 0])]"
103.57799837589698,12,[20 10  5  0  0  1  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([1, 1, 0, 0, 0, 1, 0, 0, 0]), array([3, 1, 0, 0, 0, 1, 0, 0, 0]), array([5, 1, 0, 0, 0, 1, 0, 0, 0]), array([1, 2, 2, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 2, 2, 0, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([1, 1, 1, 0, 0, 1, 0, 0, 0]), array([2, 1, 1, 0, 0, 1, 0, 0, 0]), array([1, 2, 3, 0, 0, 0, 0, 0, 0]), array([3, 3, 2, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 3, 0, 0, 0, 0, 0, 0]), array([4, 3, 2, 0, 0, 0, 0, 0, 0]), array([3, 2, 3, 0, 0, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([4, 2, 3, 0, 0, 0, 0, 0, 0]), array([2, 2, 1, 0, 0, 1, 0, 0, 0]), array([0, 5, 1, 0, 0, 0, 0, 0, 0]), array([4, 2, 1, 0, 0, 1, 0, 0, 0]), array([4, 1, 2, 0, 0, 1, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 4, 2, 0, 0, 0, 0, 0, 0]), array([2, 3, 1, 0, 0, 1, 0, 0, 0]), array([1, 2, 2, 0, 0, 1, 0, 0, 0]), array([5, 2, 4, 0, 0, 0, 0, 0, 0]), array([7, 2, 2, 0, 0, 1, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([1, 3, 4, 0, 0, 0, 0, 0, 0]), array([3, 3, 2, 0, 0, 1, 0, 0, 0]), array([4, 2, 3, 0, 0, 1, 0, 0, 0]), array([4, 3, 5, 0, 0, 0, 0, 0, 0]), array([6, 3, 3, 0, 0, 1, 0, 0, 0])]"
78.96305713371999,3,[12 10  3  3  0  1  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([3, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([4, 3, 1, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 0, 0, 0, 0, 0, 0]), array([3, 5, 0, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([9, 2, 0, 0, 0, 1, 0, 0, 0]), array([9, 2, 0, 0, 0, 1, 0, 0, 0]), array([4, 4, 1, 0, 0, 0, 0, 0, 0]), array([6, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 3, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 1, 0, 0, 0, 0, 0]), array([5, 5, 1, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([6, 5, 1, 0, 0, 0, 0, 0, 0]), array([10,  2,  1,  0,  0,  1,  0,  0,  0]), array([10,  2,  1,  0,  0,  1,  0,  0,  0]), array([7, 5, 0, 1, 0, 0, 0, 0, 0]), array([4, 6, 1, 0, 0, 0, 0, 0, 0]), array([5, 6, 1, 0, 0, 0, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([6, 6, 1, 0, 0, 0, 0, 0, 0]), array([10,  3,  1,  0,  0,  1,  0,  0,  0]), array([7, 6, 1, 0, 0, 0, 0, 0, 0]), array([11,  3,  1,  0,  0,  1,  0,  0,  0]), array([8, 6, 1, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0]), array([7, 4, 2, 1, 0, 0, 0, 0, 0]), array([6, 7, 1, 0, 0, 0, 0, 0, 0]), array([5, 6, 2, 0, 0, 0, 0, 0, 0]), array([6, 6, 2, 0, 0, 0, 0, 0, 0]), array([7, 6, 2, 0, 0, 0, 0, 0, 0]), array([6, 6, 1, 1, 0, 0, 0, 0, 0]), array([10,  3,  1,  1,  0,  1,  0,  0,  0]), array([8, 6, 1, 1, 0, 0, 0, 0, 0]), array([6, 7, 2, 0, 0, 0, 0, 0, 0]), array([7, 7, 2, 0, 0, 0, 0, 0, 0]), array([7, 8, 2, 0, 0, 0, 0, 0, 0]), array([7, 7, 3, 0, 0, 0, 0, 0, 0]), array([7, 9, 2, 0, 0, 0, 0, 0, 0]), array([8, 8, 3, 0, 0, 0, 0, 0, 0])]"
62.14679902553819,12,[20 10  5  0  0  1  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([3, 1, 0, 0, 0, 1, 0, 0, 0]), array([5, 1, 0, 0, 0, 1, 0, 0, 0]), array([1, 2, 2, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 2, 2, 0, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 3, 0, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([4, 2, 3, 0, 0, 0, 0, 0, 0]), array([4, 2, 1, 0, 0, 1, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([4, 3, 3, 0, 0, 0, 0, 0, 0]), array([7, 4, 2, 0, 0, 0, 0, 0, 0]), array([5, 2, 4, 0, 0, 0, 0, 0, 0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([3, 5, 2, 0, 0, 0, 0, 0, 0]), array([7, 2, 2, 0, 0, 1, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([11,  7,  0,  0,  0,  0,  0,  0,  0]), array([3, 3, 2, 0, 0, 1, 0, 0, 0]), array([7, 3, 4, 0, 0, 0, 0, 0, 0]), array([4, 2, 3, 0, 0, 1, 0, 0, 0]), array([9, 8, 0, 0, 0, 0, 0, 0, 0]), array([13,  8,  0,  0,  0,  0,  0,  0,  0]), array([4, 3, 5, 0, 0, 0, 0, 0, 0]), array([8, 0, 5, 0, 0, 1, 0, 0, 0]), array([8, 5, 3, 0, 0, 0, 0, 0, 0]), array([6, 3, 5, 0, 0, 0, 0, 0, 0]), array([6, 3, 3, 0, 0, 1, 0, 0, 0]), array([4, 7, 2, 0, 0, 0, 0, 0, 0]), array([8, 4, 2, 0, 0, 1, 0, 0, 0]), array([7, 4, 5, 0, 0, 0, 0, 0, 0]), array([11,  5,  4,  0,  0,  0,  0,  0,  0]), array([ 8, 10,  0,  0,  0,  0,  0,  0,  0]), array([7, 3, 4, 0, 0, 1, 0, 0, 0]), array([5, 4, 4, 0, 0, 1, 0, 0, 0]), array([5, 3, 5, 0, 0, 1, 0, 0, 0]), array([10,  6,  5,  0,  0,  0,  0,  0,  0]), array([8, 4, 5, 0, 0, 1, 0, 0, 0]), array([10,  6,  5,  0,  0,  1,  0,  0,  0])]"
84.64748554644184,13,[13 15  2  1  0  0  0  0  0],"[array([3, 2, 0, 1, 0, 0, 0, 0, 0]), array([3, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 5, 0, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([5, 7, 0, 0, 0, 0, 0, 0, 0]), array([6, 7, 0, 0, 0, 0, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([9, 7, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0]), array([5, 6, 2, 0, 0, 0, 0, 0, 0]), array([9, 8, 0, 0, 0, 0, 0, 0, 0]), array([7, 7, 0, 1, 0, 0, 0, 0, 0]), array([7, 9, 0, 0, 0, 0, 0, 0, 0]), array([6, 8, 1, 0, 0, 0, 0, 0, 0]), array([7, 8, 1, 0, 0, 0, 0, 0, 0]), array([6, 9, 1, 0, 0, 0, 0, 0, 0]), array([ 8, 10,  0,  0,  0,  0,  0,  0,  0]), array([ 7, 11,  0,  0,  0,  0,  0,  0,  0]), array([ 6, 10,  1,  0,  0,  0,  0,  0,  0]), array([ 8, 11,  0,  0,  0,  0,  0,  0,  0]), array([ 6, 12,  0,  0,  0,  0,  0,  0,  0]), array([ 8, 12,  0,  0,  0,  0,  0,  0,  0]), array([ 7, 11,  1,  0,  0,  0,  0,  0,  0]), array([ 7, 13,  0,  0,  0,  0,  0,  0,  0]), array([ 8, 13,  0,  0,  0,  0,  0,  0,  0]), array([ 9, 13,  0,  0,  0,  0,  0,  0,  0]), array([ 8, 12,  1,  0,  0,  0,  0,  0,  0]), array([10, 13,  0,  0,  0,  0,  0,  0,  0]), array([ 9, 12,  1,  0,  0,  0,  0,  0,  0]), array([10, 12,  1,  0,  0,  0,  0,  0,  0]), array([ 9, 12,  0,  1,  0,  0,  0,  0,  0]), array([ 8, 14,  0,  0,  0,  0,  0,  0,  0]), array([ 7, 13,  1,  0,  0,  0,  0,  0,  0]), array([ 8, 13,  1,  0,  0,  0,  0,  0,  0]), array([10, 14,  0,  0,  0,  0,  0,  0,  0]), array([ 7, 12,  2,  0,  0,  0,  0,  0,  0]), array([ 9, 13,  1,  0,  0,  0,  0,  0,  0]), array([ 8, 14,  1,  0,  0,  0,  0,  0,  0]), array([ 9, 14,  1,  0,  0,  0,  0,  0,  0]), array([10, 14,  1,  0,  0,  0,  0,  0,  0]), array([11, 14,  1,  0,  0,  0,  0,  0,  0]), array([12, 14,  1,  0,  0,  0,  0,  0,  0]), array([10, 13,  1,  1,  0,  0,  0,  0,  0])]"
99.08131801932485,7,[21 12  4  2  0  0  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([3, 2, 2, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 1, 1, 0, 0, 0, 0, 0]), array([4, 2, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 0, 0, 0, 0, 0, 0]), array([5, 3, 0, 1, 0, 0, 0, 0, 0]), array([4, 2, 1, 1, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([1, 2, 2, 1, 0, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([0, 2, 1, 2, 0, 0, 0, 0, 0]), array([6, 4, 0, 1, 0, 0, 0, 0, 0]), array([6, 3, 2, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 1, 0, 0, 0, 0, 0]), array([7, 3, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 1, 0, 0, 0, 0, 0]), array([8, 4, 0, 1, 0, 0, 0, 0, 0]), array([3, 3, 2, 1, 0, 0, 0, 0, 0]), array([4, 4, 0, 2, 0, 0, 0, 0, 0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([10,  5,  0,  1,  0,  0,  0,  0,  0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0])]"
19.148357645364758,8,[14  9  2  2  0  0  0  1  0],"[array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([3, 1, 0, 0, 0, 0, 0, 1, 0]), array([9, 6, 0, 2, 0, 0, 0, 0, 0]), array([3, 5, 1, 2, 0, 0, 0, 1, 0]), array([6, 5, 2, 2, 0, 0, 0, 1, 0]), array([14,  9,  2,  2,  0,  0,  0,  1,  0])]"
19.740764283429996,3,[12 10  3  3  0  1  0  0  0],"[array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([8, 2, 1, 1, 0, 0, 0, 0, 0]), array([3, 1, 2, 3, 0, 0, 0, 0, 0]), array([6, 6, 1, 0, 0, 0, 0, 0, 0]), array([9, 3, 0, 3, 0, 0, 0, 0, 0]), array([7, 6, 1, 0, 0, 0, 0, 0, 0]), array([8, 6, 1, 0, 0, 0, 0, 0, 0]), array([7, 4, 2, 1, 0, 0, 0, 0, 0]), array([7, 7, 0, 1, 0, 0, 0, 0, 0]), array([7, 6, 2, 0, 0, 0, 0, 0, 0]), array([6, 1, 3, 3, 0, 0, 0, 0, 0]), array([6, 6, 1, 1, 0, 0, 0, 0, 0]), array([8, 6, 2, 0, 0, 0, 0, 0, 0]), array([8, 6, 1, 1, 0, 0, 0, 0, 0]), array([6, 6, 3, 0, 0, 0, 0, 0, 0]), array([7, 8, 2, 0, 0, 0, 0, 0, 0]), array([8, 8, 3, 0, 0, 0, 0, 0, 0]), array([9, 8, 3, 0, 0, 0, 0, 0, 0]), array([10,  8,  3,  0,  0,  0,  0,  0,  0]), array([9, 9, 0, 2, 0, 0, 0, 0, 0]), array([6, 6, 1, 2, 0, 1, 0, 0, 0]), array([10,  9,  3,  0,  0,  0,  0,  0,  0]), array([5, 4, 2, 3, 0, 1, 0, 0, 0]), array([11,  9,  2,  1,  0,  0,  0,  0,  0]), array([10, 10,  3,  0,  0,  0,  0,  0,  0]), array([8, 6, 1, 3, 0, 1, 0, 0, 0]), array([6, 8, 3, 0, 0, 1, 0, 0, 0]), array([10, 10,  3,  1,  0,  0,  0,  0,  0]), array([12, 10,  3,  1,  0,  0,  0,  0,  0]), array([8, 8, 3, 1, 0, 1, 0, 0, 0]), array([12, 10,  3,  3,  0,  1,  0,  0,  0])]"
96.9796653037791,2,[17 12  1  1  0  1  1  0  0],"[array([5, 2, 0, 1, 0, 0, 0, 0, 0]), array([0, 1, 0, 0, 0, 0, 1, 0, 0]), array([2, 1, 0, 0, 0, 0, 1, 0, 0]), array([2, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 4, 0, 0, 0, 0, 0, 0, 0]), array([1, 3, 0, 1, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([6, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 0, 0, 0, 0]), array([1, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 5, 0, 0, 0, 0, 0, 0, 0]), array([3, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 2, 0, 0, 0, 1, 0, 0, 0]), array([4, 5, 0, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 3, 0, 0, 0, 0, 1, 0, 0]), array([6, 0, 0, 0, 0, 1, 1, 0, 0]), array([4, 3, 0, 0, 0, 0, 1, 0, 0]), array([3, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 1, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([5, 7, 0, 0, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 1, 0, 0, 0]), array([6, 7, 0, 0, 0, 0, 0, 0, 0]), array([10,  4,  0,  0,  0,  1,  0,  0,  0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([9, 7, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0]), array([2, 5, 0, 0, 0, 0, 1, 0, 0]), array([4, 5, 0, 0, 0, 0, 1, 0, 0]), array([8, 2, 0, 0, 0, 1, 1, 0, 0]), array([9, 8, 0, 0, 0, 0, 0, 0, 0]), array([7, 9, 0, 0, 0, 0, 0, 0, 0]), array([5, 6, 0, 1, 0, 1, 0, 0, 0]), array([6, 7, 0, 0, 0, 0, 1, 0, 0]), array([ 8, 10,  0,  0,  0,  0,  0,  0,  0]), array([ 9, 11,  0,  0,  0,  0,  0,  0,  0]), array([10, 11,  1,  0,  0,  0,  0,  0,  0]), array([11, 11,  1,  0,  0,  0,  0,  0,  0]), array([12, 11,  1,  0,  0,  0,  0,  0,  0]), array([12, 12,  1,  0,  0,  0,  0,  0,  0])]"
41.431199350358796,12,[20 10  5  0  0  1  0  0  0],"[array([1, 2, 2, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 2, 2, 0, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([10,  3,  1,  0,  0,  0,  0,  0,  0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 3, 0, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([11,  5,  0,  0,  0,  0,  0,  0,  0]), array([4, 2, 1, 0, 0, 1, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([11,  6,  0,  0,  0,  0,  0,  0,  0]), array([5, 2, 4, 0, 0, 0, 0, 0, 0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([13,  1,  2,  0,  0,  1,  0,  0,  0]), array([13,  1,  2,  0,  0,  1,  0,  0,  0]), array([7, 2, 2, 0, 0, 1, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([9, 7, 0, 0, 0, 0, 0, 0, 0]), array([11,  7,  0,  0,  0,  0,  0,  0,  0]), array([13,  7,  0,  0,  0,  0,  0,  0,  0]), array([7, 3, 4, 0, 0, 0, 0, 0, 0]), array([4, 2, 3, 0, 0, 1, 0, 0, 0]), array([11,  8,  0,  0,  0,  0,  0,  0,  0]), array([13,  8,  0,  0,  0,  0,  0,  0,  0]), array([4, 3, 5, 0, 0, 0, 0, 0, 0]), array([8, 5, 3, 0, 0, 0, 0, 0, 0]), array([12,  2,  3,  0,  0,  1,  0,  0,  0]), array([5, 3, 5, 0, 0, 0, 0, 0, 0]), array([6, 3, 5, 0, 0, 0, 0, 0, 0]), array([6, 3, 3, 0, 0, 1, 0, 0, 0]), array([4, 7, 2, 0, 0, 0, 0, 0, 0]), array([10,  5,  1,  0,  0,  1,  0,  0,  0]), array([7, 4, 5, 0, 0, 0, 0, 0, 0]), array([11,  5,  4,  0,  0,  0,  0,  0,  0]), array([5, 4, 4, 0, 0, 1, 0, 0, 0]), array([5, 3, 5, 0, 0, 1, 0, 0, 0]), array([10,  6,  5,  0,  0,  0,  0,  0,  0]), array([14,  8,  3,  0,  0,  0,  0,  0,  0]), array([0, 7, 3, 0, 0, 1, 0, 0, 0]), array([8, 4, 5, 0, 0, 1, 0, 0, 0]), array([12,  6,  3,  0,  0,  1,  0,  0,  0]), array([10,  6,  5,  0,  0,  1,  0,  0,  0]), array([11,  6,  5,  0,  0,  1,  0,  0,  0]), array([16,  9,  5,  0,  0,  0,  0,  0,  0]), array([12,  7,  5,  0,  0,  1,  0,  0,  0]), array([14,  7,  5,  0,  0,  1,  0,  0,  0]), array([18, 10,  5,  0,  0,  1,  0,  0,  0]), array([20, 10,  5,  0,  0,  1,  0,  0,  0])]"
115.25631357620581,11,[10 12  3  1  3  0  1  0  0],"[array([2, 1, 0, 0, 0, 0, 1, 0, 0]), array([2, 4, 0, 0, 0, 0, 0, 0, 0]), array([1, 1, 0, 0, 2, 0, 0, 0, 0]), array([3, 4, 0, 0, 0, 0, 0, 0, 0]), array([2, 3, 1, 0, 0, 0, 0, 0, 0]), array([1, 3, 0, 1, 0, 0, 0, 0, 0]), array([4, 3, 1, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([2, 3, 0, 0, 1, 0, 0, 0, 0]), array([2, 2, 0, 0, 0, 0, 1, 0, 0]), array([0, 0, 3, 0, 1, 0, 0, 0, 0]), array([2, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 0, 3, 0, 1, 0, 0, 0, 0]), array([2, 4, 1, 0, 0, 0, 0, 0, 0]), array([3, 0, 3, 0, 1, 0, 0, 0, 0]), array([4, 0, 3, 0, 1, 0, 0, 0, 0]), array([4, 4, 1, 0, 0, 0, 0, 0, 0]), array([1, 3, 1, 1, 0, 0, 0, 0, 0]), array([3, 3, 2, 0, 0, 0, 0, 0, 0]), array([2, 3, 1, 1, 0, 0, 0, 0, 0]), array([0, 1, 0, 0, 3, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([2, 3, 0, 0, 0, 0, 1, 0, 0]), array([1, 2, 1, 0, 0, 0, 1, 0, 0]), array([1, 1, 3, 0, 1, 0, 0, 0, 0]), array([2, 2, 1, 0, 0, 0, 1, 0, 0]), array([1, 3, 0, 0, 2, 0, 0, 0, 0]), array([2, 1, 3, 0, 1, 0, 0, 0, 0]), array([1, 1, 2, 0, 2, 0, 0, 0, 0]), array([1, 0, 3, 0, 2, 0, 0, 0, 0]), array([3, 0, 3, 0, 2, 0, 0, 0, 0]), array([1, 3, 1, 0, 0, 0, 1, 0, 0]), array([2, 3, 1, 0, 0, 0, 1, 0, 0]), array([3, 3, 1, 0, 0, 0, 1, 0, 0]), array([4, 3, 1, 0, 0, 0, 1, 0, 0]), array([4, 2, 3, 0, 1, 0, 0, 0, 0]), array([5, 6, 1, 0, 0, 0, 0, 0, 0]), array([1, 1, 3, 0, 2, 0, 0, 0, 0]), array([4, 6, 0, 0, 1, 0, 0, 0, 0]), array([6, 1, 3, 1, 1, 0, 0, 0, 0]), array([1, 5, 0, 0, 2, 0, 0, 0, 0]), array([1, 7, 1, 0, 0, 0, 0, 0, 0]), array([3, 8, 0, 0, 0, 0, 0, 0, 0]), array([2, 7, 1, 0, 0, 0, 0, 0, 0]), array([2, 7, 0, 1, 0, 0, 0, 0, 0]), array([5, 6, 2, 0, 0, 0, 0, 0, 0]), array([3, 2, 3, 0, 2, 0, 0, 0, 0]), array([6, 6, 1, 1, 0, 0, 0, 0, 0]), array([2, 1, 3, 0, 3, 0, 0, 0, 0]), array([5, 1, 3, 1, 2, 0, 0, 0, 0]), array([3, 1, 3, 0, 3, 0, 0, 0, 0]), array([4, 6, 2, 0, 1, 0, 0, 0, 0]), array([2, 2, 3, 0, 3, 0, 0, 0, 0]), array([3, 6, 2, 0, 2, 0, 0, 0, 0]), array([4, 7, 0, 0, 3, 0, 0, 0, 0])]"
