collision_energy_NCE,Compound_index,precursor_formula,formulas
33.06725217747855,10,[27 19  0  3  0  0  0  0  0],"[array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 3, 0, 1, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 0, 0, 0, 0]), array([7, 3, 0, 1, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 1, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 1, 0, 0, 0, 0, 0]), array([11,  5,  0,  0,  0,  0,  0,  0,  0]), array([5, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 1, 0, 0, 0, 0, 0]), array([11,  6,  0,  0,  0,  0,  0,  0,  0]), array([9, 5, 0, 1, 0, 0, 0, 0, 0]), array([13,  6,  0,  0,  0,  0,  0,  0,  0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([8, 7, 0, 0, 0, 0, 0, 0, 0]), array([9, 7, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0]), array([11,  7,  0,  0,  0,  0,  0,  0,  0]), array([9, 6, 0, 1, 0, 0, 0, 0, 0]), array([13,  7,  0,  0,  0,  0,  0,  0,  0]), array([7, 5, 0, 2, 0, 0, 0, 0, 0]), array([11,  6,  0,  1,  0,  0,  0,  0,  0]), array([9, 5, 0, 2, 0, 0, 0, 0, 0]), array([9, 8, 0, 0, 0, 0, 0, 0, 0]), array([10,  8,  0,  0,  0,  0,  0,  0,  0]), array([7, 7, 0, 1, 0, 0, 0, 0, 0]), array([11,  8,  0,  0,  0,  0,  0,  0,  0]), array([9, 7, 0, 1, 0, 0, 0, 0, 0]), array([13,  8,  0,  0,  0,  0,  0,  0,  0]), array([7, 6, 0, 2, 0, 0, 0, 0, 0]), array([11,  7,  0,  1,  0,  0,  0,  0,  0]), array([9, 6, 0, 2, 0, 0, 0, 0, 0]), array([7, 9, 0, 0, 0, 0, 0, 0, 0]), array([8, 9, 0, 0, 0, 0, 0, 0, 0]), array([9, 9, 0, 0, 0, 0, 0, 0, 0]), array([11,  9,  0,  0,  0,  0,  0,  0,  0]), array([8, 8, 0, 1, 0, 0, 0, 0, 0]), array([9, 8, 0, 1, 0, 0, 0, 0, 0]), array([13,  9,  0,  0,  0,  0,  0,  0,  0]), array([11,  8,  0,  1,  0,  0,  0,  0,  0]), array([15,  9,  0,  0,  0,  0,  0,  0,  0]), array([9, 7, 0, 2, 0, 0, 0, 0, 0]), array([13,  8,  0,  1,  0,  0,  0,  0,  0]), array([11,  7,  0,  2,  0,  0,  0,  0,  0]), array([ 9, 10,  0,  0,  0,  0,  0,  0,  0]), array([11, 10,  0,  0,  0,  0,  0,  0,  0]), array([9, 9, 0, 1, 0, 0, 0, 0, 0]), array([13, 10,  0,  0,  0,  0,  0,  0,  0]), array([11,  9,  0,  1,  0,  0,  0,  0,  0]), array([15, 10,  0,  0,  0,  0,  0,  0,  0]), array([12,  9,  0,  1,  0,  0,  0,  0,  0]), array([9, 8, 0, 2, 0, 0, 0, 0, 0]), array([13,  9,  0,  1,  0,  0,  0,  0,  0]), array([11,  8,  0,  2,  0,  0,  0,  0,  0]), array([15,  9,  0,  1,  0,  0,  0,  0,  0]), array([ 9, 11,  0,  0,  0,  0,  0,  0,  0]), array([10, 11,  0,  0,  0,  0,  0,  0,  0]), array([11, 11,  0,  0,  0,  0,  0,  0,  0]), array([12, 11,  0,  0,  0,  0,  0,  0,  0]), array([ 9, 10,  0,  1,  0,  0,  0,  0,  0]), array([13, 11,  0,  0,  0,  0,  0,  0,  0]), array([11, 10,  0,  1,  0,  0,  0,  0,  0]), array([15, 11,  0,  0,  0,  0,  0,  0,  0]), array([13, 10,  0,  1,  0,  0,  0,  0,  0]), array([17, 11,  0,  0,  0,  0,  0,  0,  0]), array([15, 10,  0,  1,  0,  0,  0,  0,  0]), array([11, 12,  0,  0,  0,  0,  0,  0,  0]), array([12, 12,  0,  0,  0,  0,  0,  0,  0]), array([13, 12,  0,  0,  0,  0,  0,  0,  0]), array([10, 11,  0,  1,  0,  0,  0,  0,  0]), array([14, 12,  0,  0,  0,  0,  0,  0,  0]), array([11, 11,  0,  1,  0,  0,  0,  0,  0]), array([15, 12,  0,  0,  0,  0,  0,  0,  0]), array([13, 11,  0,  1,  0,  0,  0,  0,  0]), array([17, 12,  0,  0,  0,  0,  0,  0,  0]), array([14, 11,  0,  1,  0,  0,  0,  0,  0]), array([15, 11,  0,  1,  0,  0,  0,  0,  0]), array([19, 12,  0,  0,  0,  0,  0,  0,  0]), array([15, 10,  0,  2,  0,  0,  0,  0,  0]), array([12, 13,  0,  0,  0,  0,  0,  0,  0]), array([13, 13,  0,  0,  0,  0,  0,  0,  0]), array([17, 10,  0,  2,  0,  0,  0,  0,  0]), array([14, 13,  0,  0,  0,  0,  0,  0,  0]), array([15, 13,  0,  0,  0,  0,  0,  0,  0]), array([12, 12,  0,  1,  0,  0,  0,  0,  0]), array([13, 12,  0,  1,  0,  0,  0,  0,  0]), array([17, 13,  0,  0,  0,  0,  0,  0,  0]), array([15, 12,  0,  1,  0,  0,  0,  0,  0]), array([19, 13,  0,  0,  0,  0,  0,  0,  0]), array([17, 12,  0,  1,  0,  0,  0,  0,  0]), array([15, 14,  0,  0,  0,  0,  0,  0,  0]), array([17, 14,  0,  0,  0,  0,  0,  0,  0]), array([15, 13,  0,  1,  0,  0,  0,  0,  0]), array([19, 14,  0,  0,  0,  0,  0,  0,  0]), array([17, 13,  0,  1,  0,  0,  0,  0,  0]), array([21, 14,  0,  0,  0,  0,  0,  0,  0]), array([19, 13,  0,  1,  0,  0,  0,  0,  0]), array([17, 15,  0,  0,  0,  0,  0,  0,  0]), array([19, 15,  0,  0,  0,  0,  0,  0,  0]), array([17, 14,  0,  1,  0,  0,  0,  0,  0]), array([21, 15,  0,  0,  0,  0,  0,  0,  0]), array([19, 14,  0,  1,  0,  0,  0,  0,  0]), array([23, 15,  0,  0,  0,  0,  0,  0,  0]), array([21, 14,  0,  1,  0,  0,  0,  0,  0]), array([19, 16,  0,  0,  0,  0,  0,  0,  0]), array([21, 16,  0,  0,  0,  0,  0,  0,  0]), array([18, 15,  0,  1,  0,  0,  0,  0,  0]), array([19, 15,  0,  1,  0,  0,  0,  0,  0]), array([23, 16,  0,  0,  0,  0,  0,  0,  0]), array([20, 15,  0,  1,  0,  0,  0,  0,  0]), array([21, 15,  0,  1,  0,  0,  0,  0,  0]), array([19, 14,  0,  2,  0,  0,  0,  0,  0]), array([21, 16,  0,  1,  0,  0,  0,  0,  0]), array([21, 15,  0,  2,  0,  0,  0,  0,  0]), array([23, 18,  0,  0,  0,  0,  0,  0,  0]), array([23, 17,  0,  1,  0,  0,  0,  0,  0]), array([27, 18,  0,  0,  0,  0,  0,  0,  0]), array([23, 16,  0,  2,  0,  0,  0,  0,  0]), array([25, 18,  0,  1,  0,  0,  0,  0,  0])]"
19.81626360386497,7,[21 12  4  2  0  0  0  0  0],"[array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([5, 2, 3, 1, 0, 0, 0, 0, 0]), array([11,  6,  4,  2,  0,  0,  0,  0,  0]), array([13,  7,  3,  2,  0,  0,  0,  0,  0]), array([13, 12,  1,  0,  0,  0,  0,  0,  0]), array([14,  7,  3,  2,  0,  0,  0,  0,  0]), array([18, 11,  4,  1,  0,  0,  0,  0,  0])]"
32.930375307487374,11,[10 12  3  1  3  0  1  0  0],"[array([4, 3, 1, 0, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 0, 0, 0, 0]), array([4, 2, 1, 1, 0, 0, 0, 0, 0]), array([0, 4, 0, 1, 0, 0, 0, 0, 0]), array([3, 3, 2, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 1, 0, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([2, 1, 0, 0, 3, 0, 0, 0, 0]), array([0, 5, 0, 1, 0, 0, 0, 0, 0]), array([3, 0, 0, 1, 3, 0, 0, 0, 0]), array([1, 0, 3, 1, 1, 0, 0, 0, 0]), array([5, 4, 2, 0, 0, 0, 0, 0, 0]), array([4, 4, 1, 1, 0, 0, 0, 0, 0]), array([0, 6, 0, 1, 0, 0, 0, 0, 0]), array([1, 6, 0, 1, 0, 0, 0, 0, 0]), array([2, 6, 0, 1, 0, 0, 0, 0, 0]), array([5, 4, 2, 1, 0, 0, 0, 0, 0]), array([0, 7, 0, 1, 0, 0, 0, 0, 0]), array([2, 7, 0, 1, 0, 0, 0, 0, 0]), array([5, 5, 2, 1, 0, 0, 0, 0, 0]), array([7, 4, 3, 1, 0, 0, 0, 0, 0]), array([8, 6, 1, 0, 1, 0, 0, 0, 0]), array([1, 7, 1, 1, 0, 0, 0, 0, 0]), array([4, 1, 3, 0, 3, 0, 0, 0, 0]), array([3, 4, 1, 1, 0, 0, 1, 0, 0]), array([2, 7, 1, 1, 0, 0, 0, 0, 0]), array([5, 4, 1, 1, 0, 0, 1, 0, 0]), array([3, 2, 3, 0, 3, 0, 0, 0, 0]), array([5, 7, 0, 0, 2, 0, 0, 0, 0]), array([5, 5, 1, 1, 0, 0, 1, 0, 0]), array([4, 4, 2, 1, 0, 0, 1, 0, 0]), array([6, 5, 1, 1, 0, 0, 1, 0, 0]), array([6, 4, 2, 1, 0, 0, 1, 0, 0]), array([4, 6, 0, 0, 3, 0, 0, 0, 0]), array([4, 3, 3, 0, 3, 0, 0, 0, 0]), array([4, 7, 1, 0, 2, 0, 0, 0, 0]), array([6, 7, 1, 0, 2, 0, 0, 0, 0]), array([4, 5, 2, 1, 0, 0, 1, 0, 0]), array([5, 5, 2, 1, 0, 0, 1, 0, 0]), array([4, 7, 0, 0, 3, 0, 0, 0, 0]), array([4, 4, 3, 0, 3, 0, 0, 0, 0]), array([6, 9, 0, 0, 2, 0, 0, 0, 0]), array([8, 8, 1, 0, 2, 0, 0, 0, 0]), array([5, 7, 1, 0, 3, 0, 0, 0, 0]), array([6, 6, 2, 1, 2, 0, 0, 0, 0]), array([6, 7, 1, 0, 3, 0, 0, 0, 0]), array([7, 7, 1, 0, 3, 0, 0, 0, 0]), array([6, 7, 0, 1, 3, 0, 0, 0, 0]), array([5, 5, 3, 0, 3, 0, 0, 0, 0]), array([ 7, 10,  0,  0,  2,  0,  0,  0,  0]), array([4, 4, 3, 0, 2, 0, 1, 0, 0]), array([4, 4, 3, 1, 3, 0, 0, 0, 0]), array([5, 8, 2, 0, 2, 0, 0, 0, 0]), array([4, 8, 1, 1, 2, 0, 0, 0, 0]), array([5, 8, 1, 0, 3, 0, 0, 0, 0]), array([ 7, 11,  1,  0,  1,  0,  0,  0,  0]), array([4, 7, 2, 0, 3, 0, 0, 0, 0]), array([ 6, 10,  2,  0,  1,  0,  0,  0,  0]), array([7, 8, 1, 0, 3, 0, 0, 0, 0]), array([7, 7, 1, 1, 3, 0, 0, 0, 0]), array([6, 9, 1, 0, 3, 0, 0, 0, 0]), array([2, 7, 2, 1, 3, 0, 0, 0, 0]), array([6, 8, 2, 0, 3, 0, 0, 0, 0]), array([5, 8, 1, 1, 3, 0, 0, 0, 0]), array([ 5, 10,  2,  0,  2,  0,  0,  0,  0]), array([ 8, 11,  1,  0,  2,  0,  0,  0,  0]), array([8, 7, 2, 1, 3, 0, 0, 0, 0]), array([ 9, 11,  1,  0,  2,  0,  0,  0,  0]), array([ 8, 10,  2,  0,  2,  0,  0,  0,  0]), array([ 5, 10,  0,  1,  1,  0,  1,  0,  0]), array([6, 9, 2, 0, 3, 0, 0, 0, 0]), array([ 7, 11,  3,  0,  1,  0,  0,  0,  0]), array([ 6, 11,  1,  1,  2,  0,  0,  0,  0]), array([ 5, 10,  2,  1,  2,  0,  0,  0,  0]), array([ 8, 11,  1,  0,  1,  0,  1,  0,  0]), array([ 9, 11,  1,  0,  3,  0,  0,  0,  0]), array([ 5, 12,  1,  1,  0,  0,  1,  0,  0]), array([5, 9, 1, 1, 2, 0, 1, 0, 0]), array([4, 9, 1, 0, 3, 0, 1, 0, 0]), array([ 8, 12,  1,  1,  2,  0,  0,  0,  0]), array([ 8, 11,  3,  0,  2,  0,  0,  0,  0]), array([ 7, 11,  2,  1,  2,  0,  0,  0,  0]), array([ 9, 12,  1,  1,  2,  0,  0,  0,  0]), array([ 5, 10,  2,  1,  1,  0,  1,  0,  0]), array([ 4, 10,  2,  0,  2,  0,  1,  0,  0]), array([ 8, 11,  2,  0,  3,  0,  0,  0,  0]), array([ 8, 11,  1,  0,  2,  0,  1,  0,  0]), array([ 9, 11,  1,  0,  2,  0,  1,  0,  0]), array([ 7, 12,  3,  1,  1,  0,  0,  0,  0]), array([ 8, 12,  3,  1,  1,  0,  0,  0,  0]), array([ 7, 11,  2,  1,  1,  0,  1,  0,  0]), array([ 9, 11,  3,  0,  3,  0,  0,  0,  0]), array([ 8, 11,  2,  1,  3,  0,  0,  0,  0]), array([10, 11,  3,  0,  3,  0,  0,  0,  0]), array([ 5, 10,  2,  1,  2,  0,  1,  0,  0]), array([ 9, 11,  2,  1,  3,  0,  0,  0,  0]), array([ 6, 10,  2,  1,  2,  0,  1,  0,  0]), array([ 5, 10,  2,  0,  3,  0,  1,  0,  0]), array([ 4, 10,  1,  1,  3,  0,  1,  0,  0]), array([ 8, 12,  3,  1,  2,  0,  0,  0,  0]), array([ 9, 12,  3,  1,  2,  0,  0,  0,  0]), array([ 9, 11,  3,  0,  2,  0,  1,  0,  0]), array([ 8, 11,  2,  1,  2,  0,  1,  0,  0]), array([ 6, 10,  2,  1,  3,  0,  1,  0,  0]), array([ 8, 12,  3,  1,  1,  0,  1,  0,  0]), array([ 9, 12,  3,  1,  3,  0,  0,  0,  0]), array([ 5, 11,  2,  1,  3,  0,  1,  0,  0]), array([ 9, 12,  1,  1,  3,  0,  1,  0,  0]), array([ 9, 11,  2,  1,  3,  0,  1,  0,  0]), array([ 8, 12,  3,  1,  2,  0,  1,  0,  0]), array([ 9, 12,  3,  1,  2,  0,  1,  0,  0]), array([ 7, 11,  3,  1,  3,  0,  1,  0,  0]), array([10, 12,  3,  1,  3,  0,  1,  0,  0])]"
145.00919772625576,12,[20 10  5  0  0  1  0  0  0],"[array([3, 4, 0, 0, 0, 0, 0, 0, 0]), array([1, 2, 2, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 3, 0, 0, 0, 0, 0, 0]), array([4, 2, 1, 0, 0, 1, 0, 0, 0]), array([5, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([5, 6, 2, 0, 0, 0, 0, 0, 0])]"
95.7417882268238,8,[14  9  2  2  0  0  0  1  0],"[array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([2, 3, 1, 0, 0, 0, 0, 0, 0]), array([3, 3, 1, 0, 0, 0, 0, 0, 0]), array([4, 3, 1, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([5, 3, 1, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([2, 4, 1, 0, 0, 0, 0, 0, 0]), array([5, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 4, 0, 1, 0, 0, 0, 0, 0]), array([6, 0, 2, 2, 0, 0, 0, 0, 0]), array([1, 3, 1, 1, 0, 0, 0, 0, 0]), array([3, 4, 0, 1, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 3, 1, 1, 0, 0, 0, 0, 0]), array([8, 0, 2, 2, 0, 0, 0, 0, 0]), array([1, 2, 2, 1, 0, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([0, 2, 1, 2, 0, 0, 0, 0, 0]), array([5, 6, 0, 0, 0, 0, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([8, 1, 2, 2, 0, 0, 0, 0, 0]), array([5, 4, 1, 1, 0, 0, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([2, 1, 0, 0, 0, 0, 0, 1, 0]), array([7, 6, 0, 1, 0, 0, 0, 0, 0]), array([6, 4, 2, 1, 0, 0, 0, 0, 0]), array([2, 2, 0, 0, 0, 0, 0, 1, 0]), array([5, 6, 2, 0, 0, 0, 0, 0, 0]), array([1, 1, 1, 0, 0, 0, 0, 1, 0]), array([0, 1, 0, 1, 0, 0, 0, 1, 0]), array([4, 2, 0, 0, 0, 0, 0, 1, 0]), array([2, 3, 0, 0, 0, 0, 0, 1, 0]), array([3, 3, 1, 0, 0, 0, 0, 1, 0]), array([5, 4, 1, 1, 0, 0, 0, 1, 0])]"
39.63252720772994,7,[21 12  4  2  0  0  0  0  0],"[array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([5, 2, 2, 0, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([7, 3, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 1, 0, 0, 0, 0, 0]), array([8, 4, 0, 1, 0, 0, 0, 0, 0]), array([8, 3, 2, 0, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 2, 1, 0, 0, 0, 0, 0]), array([11,  6,  0,  0,  0,  0,  0,  0,  0]), array([12,  1,  2,  2,  0,  0,  0,  0,  0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([2, 7, 0, 0, 0, 0, 0, 0, 0]), array([10,  5,  0,  1,  0,  0,  0,  0,  0]), array([7, 4, 0, 2, 0, 0, 0, 0, 0]), array([5, 3, 2, 2, 0, 0, 0, 0, 0]), array([8, 4, 3, 1, 0, 0, 0, 0, 0]), array([9, 5, 1, 2, 0, 0, 0, 0, 0]), array([10,  5,  3,  1,  0,  0,  0,  0,  0]), array([15, 12,  0,  0,  0,  0,  0,  0,  0]), array([11,  6,  4,  2,  0,  0,  0,  0,  0]), array([14,  7,  3,  2,  0,  0,  0,  0,  0]), array([18, 12,  2,  2,  0,  0,  0,  0,  0]), array([18, 11,  4,  1,  0,  0,  0,  0,  0])]"
41.431199350358796,12,[20 10  5  0  0  1  0  0  0],"[array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([9, 4, 0, 0, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 3, 0, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([11,  5,  0,  0,  0,  0,  0,  0,  0]), array([4, 2, 1, 0, 0, 1, 0, 0, 0]), array([7, 6, 0, 0, 0, 0, 0, 0, 0]), array([9, 6, 0, 0, 0, 0, 0, 0, 0]), array([11,  6,  0,  0,  0,  0,  0,  0,  0]), array([5, 2, 4, 0, 0, 0, 0, 0, 0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0]), array([7, 2, 2, 0, 0, 1, 0, 0, 0]), array([7, 7, 0, 0, 0, 0, 0, 0, 0]), array([9, 7, 0, 0, 0, 0, 0, 0, 0]), array([11,  7,  0,  0,  0,  0,  0,  0,  0]), array([13,  7,  0,  0,  0,  0,  0,  0,  0]), array([4, 2, 3, 0, 0, 1, 0, 0, 0]), array([13,  8,  0,  0,  0,  0,  0,  0,  0]), array([4, 3, 5, 0, 0, 0, 0, 0, 0]), array([8, 5, 3, 0, 0, 0, 0, 0, 0]), array([6, 3, 5, 0, 0, 0, 0, 0, 0]), array([6, 3, 3, 0, 0, 1, 0, 0, 0]), array([10,  5,  1,  0,  0,  1,  0,  0,  0]), array([3, 3, 4, 0, 0, 1, 0, 0, 0]), array([11,  5,  4,  0,  0,  0,  0,  0,  0]), array([7, 3, 4, 0, 0, 1, 0, 0, 0]), array([5, 4, 4, 0, 0, 1, 0, 0, 0]), array([5, 3, 5, 0, 0, 1, 0, 0, 0]), array([10,  6,  5,  0,  0,  0,  0,  0,  0]), array([14,  8,  3,  0,  0,  0,  0,  0,  0]), array([8, 4, 5, 0, 0, 1, 0, 0, 0]), array([10,  5,  4,  0,  0,  1,  0,  0,  0]), array([12,  6,  3,  0,  0,  1,  0,  0,  0]), array([11,  6,  5,  0,  0,  1,  0,  0,  0]), array([16,  9,  5,  0,  0,  0,  0,  0,  0]), array([12,  7,  5,  0,  0,  1,  0,  0,  0]), array([14,  7,  5,  0,  0,  1,  0,  0,  0]), array([18, 10,  5,  0,  0,  1,  0,  0,  0]), array([20, 10,  5,  0,  0,  1,  0,  0,  0])]"
38.296715290729516,8,[14  9  2  2  0  0  0  1  0],"[array([8, 2, 1, 0, 0, 0, 0, 0, 0]), array([4, 3, 1, 0, 0, 0, 0, 0, 0]), array([9, 5, 0, 0, 0, 0, 0, 0, 0]), array([9, 7, 0, 0, 0, 0, 0, 0, 0]), array([13,  8,  0,  0,  0,  0,  0,  0,  0]), array([14,  3,  2,  2,  0,  0,  0,  0,  0]), array([9, 6, 0, 2, 0, 0, 0, 0, 0]), array([3, 3, 1, 0, 0, 0, 0, 1, 0]), array([5, 3, 1, 0, 0, 0, 0, 1, 0]), array([13,  9,  0,  1,  0,  0,  0,  0,  0]), array([5, 4, 1, 1, 0, 0, 0, 1, 0]), array([4, 5, 2, 1, 0, 0, 0, 1, 0]), array([3, 5, 1, 2, 0, 0, 0, 1, 0]), array([6, 5, 2, 2, 0, 0, 0, 1, 0])]"
34.444394691429885,6,[19 14  4  3  0  0  0  0  0],"[array([5, 4, 2, 0, 0, 0, 0, 0, 0]), array([4, 5, 3, 0, 0, 0, 0, 0, 0]), array([6, 4, 4, 0, 0, 0, 0, 0, 0]), array([7, 4, 4, 0, 0, 0, 0, 0, 0]), array([8, 8, 0, 1, 0, 0, 0, 0, 0]), array([7, 7, 0, 2, 0, 0, 0, 0, 0]), array([7, 6, 2, 1, 0, 0, 0, 0, 0]), array([7, 5, 4, 0, 0, 0, 0, 0, 0]), array([8, 5, 4, 0, 0, 0, 0, 0, 0]), array([9, 8, 0, 2, 0, 0, 0, 0, 0]), array([7, 8, 0, 3, 0, 0, 0, 0, 0]), array([10,  8,  4,  0,  0,  0,  0,  0,  0]), array([8, 9, 3, 1, 0, 0, 0, 0, 0]), array([13, 10,  0,  3,  0,  0,  0,  0,  0]), array([11, 10,  4,  0,  0,  0,  0,  0,  0]), array([11,  9,  4,  1,  0,  0,  0,  0,  0]), array([10, 12,  1,  2,  0,  0,  0,  0,  0]), array([12, 11,  4,  0,  0,  0,  0,  0,  0]), array([11, 12,  1,  2,  0,  0,  0,  0,  0]), array([13, 11,  4,  0,  0,  0,  0,  0,  0]), array([14, 11,  4,  0,  0,  0,  0,  0,  0]), array([11, 12,  3,  1,  0,  0,  0,  0,  0]), array([13, 12,  4,  0,  0,  0,  0,  0,  0]), array([11, 11,  4,  1,  0,  0,  0,  0,  0]), array([12, 11,  4,  1,  0,  0,  0,  0,  0]), array([13, 11,  4,  1,  0,  0,  0,  0,  0]), array([13, 14,  1,  2,  0,  0,  0,  0,  0]), array([13, 12,  4,  1,  0,  0,  0,  0,  0]), array([15, 13,  3,  1,  0,  0,  0,  0,  0]), array([14, 12,  4,  1,  0,  0,  0,  0,  0]), array([14, 13,  1,  3,  0,  0,  0,  0,  0]), array([13, 11,  4,  2,  0,  0,  0,  0,  0]), array([11, 13,  3,  2,  0,  0,  0,  0,  0]), array([11, 12,  4,  2,  0,  0,  0,  0,  0]), array([10, 12,  3,  3,  0,  0,  0,  0,  0]), array([13, 12,  4,  2,  0,  0,  0,  0,  0]), array([14, 12,  4,  2,  0,  0,  0,  0,  0]), array([15, 12,  4,  2,  0,  0,  0,  0,  0]), array([13, 13,  4,  2,  0,  0,  0,  0,  0]), array([14, 13,  4,  2,  0,  0,  0,  0,  0]), array([11, 12,  4,  3,  0,  0,  0,  0,  0]), array([15, 13,  4,  2,  0,  0,  0,  0,  0]), array([16, 13,  4,  2,  0,  0,  0,  0,  0]), array([13, 12,  4,  3,  0,  0,  0,  0,  0]), array([15, 13,  4,  3,  0,  0,  0,  0,  0]), array([16, 13,  4,  3,  0,  0,  0,  0,  0]), array([19, 14,  4,  3,  0,  0,  0,  0,  0])]"
138.71384522705478,7,[21 12  4  2  0  0  0  0  0],"[array([6, 2, 1, 0, 0, 0, 0, 0, 0]), array([1, 3, 0, 1, 0, 0, 0, 0, 0]), array([1, 2, 2, 0, 0, 0, 0, 0, 0]), array([5, 4, 0, 0, 0, 0, 0, 0, 0]), array([3, 3, 0, 1, 0, 0, 0, 0, 0]), array([3, 2, 2, 0, 0, 0, 0, 0, 0]), array([7, 4, 0, 0, 0, 0, 0, 0, 0]), array([2, 2, 1, 1, 0, 0, 0, 0, 0]), array([4, 2, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 0, 0, 0, 0, 0, 0]), array([5, 2, 2, 0, 0, 0, 0, 0, 0]), array([4, 2, 1, 1, 0, 0, 0, 0, 0]), array([8, 3, 1, 0, 0, 0, 0, 0, 0]), array([10,  3,  0,  1,  0,  0,  0,  0,  0]), array([7, 5, 0, 0, 0, 0, 0, 0, 0]), array([1, 2, 2, 1, 0, 0, 0, 0, 0]), array([5, 3, 2, 0, 0, 0, 0, 0, 0]), array([0, 2, 1, 2, 0, 0, 0, 0, 0]), array([6, 3, 2, 0, 0, 0, 0, 0, 0]), array([7, 3, 2, 0, 0, 0, 0, 0, 0]), array([6, 3, 1, 1, 0, 0, 0, 0, 0]), array([2, 3, 3, 0, 0, 0, 0, 0, 0]), array([3, 3, 3, 0, 0, 0, 0, 0, 0]), array([3, 3, 2, 1, 0, 0, 0, 0, 0]), array([9, 4, 2, 0, 0, 0, 0, 0, 0])]"
